name,version,latest_version,author,description,github_url,homepage,source,files_found_in
cstring,,,,,https://github.com/Links2004/arduinoWebSockets,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.cpp
deque,,,,,https://github.com/me-no-dev/ESPAsyncWebServer,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.h
esp_bt.h,,,,,https://github.com/mathieucarbou/ESPAsyncWebServer,,code,"ESP32Marauder-master\MarauderOTA\MarauderOTA.ino, ESP32Marauder-master\esp32_marauder\WiFiScan.h"
esp_system.h,,,,,https://github.com/espressif/arduino-esp32,,code,ESP32Marauder-master\esp32_marauder\esp32_marauder.ino
esp_wifi.h,,,,,https://github.com/espressif/arduino-esp32,,code,"ESP32Marauder-master\MarauderOTA\MarauderOTA.ino, ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino"
esp_wifi_types.h,,,,,https://github.com/Bodmer/JPEGDecoder,,code,"ESP32Marauder-master\MarauderOTA\MarauderOTA.ino, ESP32Marauder-master\esp32_marauder\Buffer.h, ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino"
ets_sys.h,,,,,https://github.com/Links2004/arduinoWebSockets,,code,"ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncEventSource.cpp, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.cpp"
flipperLED.h,,,,,https://github.com/espressif/arduino-esp32,,code,"ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino, ESP32Marauder-master\esp32_marauder\flipperLED.cpp"
functional,,,,,https://github.com/Bodmer/JPEGDecoder,,code,"ESP32Marauder-master\esp32_marauder\Display.h, ESP32Marauder-master\esp32_marauder\configs.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\ESPAsyncWebServer.h"
icons.h,,,,,https://github.com/espressif/arduino-esp32,,code,ESP32Marauder-master\esp32_marauder\MenuFunctions.cpp
lang_var.h,,,,,https://github.com/Bodmer/JPEGDecoder,,code,"ESP32Marauder-master\esp32_marauder\BatteryInterface.cpp, ESP32Marauder-master\esp32_marauder\Buffer.cpp, ESP32Marauder-master\esp32_marauder\Display.cpp, ESP32Marauder-master\esp32_marauder\EvilPortal.h, ESP32Marauder-master\esp32_marauder\MenuFunctions.cpp, ESP32Marauder-master\esp32_marauder\SDInterface.cpp, ESP32Marauder-master\esp32_marauder\WiFiScan.cpp, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino"
list,,,,,https://github.com/me-no-dev/ESPAsyncWebServer,,code,"ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\ESPAsyncWebServer.h"
lvgl.h,,,,,https://github.com/espressif/arduino-esp32,,code,ESP32Marauder-master\esp32_marauder\Display.h
math.h,,,,,https://github.com/mathieucarbou/ESPAsyncWebServer,,code,ESP32Marauder-master\esp32_marauder\WiFiScan.h
md5.h,,,,,https://github.com/me-no-dev/ESPAsyncWebServer,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebAuthentication.cpp
memory,,,,,https://github.com/me-no-dev/ESPAsyncWebServer,,code,"ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebResponseImpl.h"
pgmspace.h,,,,,https://github.com/Bodmer/JPEGDecoder,,code,ESP32Marauder-master\esp32_marauder\Display.cpp
regex,,,,,,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebHandlerImpl.h
settings.h,,,,,https://github.com/Bodmer/JPEGDecoder,,code,"ESP32Marauder-master\esp32_marauder\Buffer.h, ESP32Marauder-master\esp32_marauder\CommandLine.h, ESP32Marauder-master\esp32_marauder\EvilPortal.h, ESP32Marauder-master\esp32_marauder\LedInterface.h, ESP32Marauder-master\esp32_marauder\MenuFunctions.h, ESP32Marauder-master\esp32_marauder\SDInterface.h, ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino, ESP32Marauder-master\esp32_marauder\flipperLED.h, ESP32Marauder-master\esp32_marauder\settings.cpp, ESP32Marauder-master\esp32_marauder\stickcLED.h, ESP32Marauder-master\esp32_marauder\xiaoLED.h"
sha1.h,,,,,https://github.com/Links2004/arduinoWebSockets,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\AsyncWebSocket.cpp
stddef.h,,,,,https://github.com/me-no-dev/ESPAsyncWebServer,,code,"ESP32Marauder-master\libraries\ESPAsyncWebServer\src\StringArray.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebHandlerImpl.h"
stdio.h,,,,,https://github.com/espressif/arduino-esp32,,code,ESP32Marauder-master\esp32_marauder\esp32_marauder.ino
stickcLED.h,,,,,https://github.com/espressif/arduino-esp32,,code,"ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino, ESP32Marauder-master\esp32_marauder\stickcLED.cpp"
string,,,,,,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebHandlerImpl.h
task.h,,,,,https://github.com/espressif/arduino-esp32,,code,ESP32Marauder-master\esp32_marauder\esp32_marauder.ino
time.h,,,,,,,code,ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebHandlerImpl.h
utils.h,,,,,https://github.com/mathieucarbou/ESPAsyncWebServer,,code,ESP32Marauder-master\esp32_marauder\WiFiScan.h
vector,,,,,https://github.com/espressif/arduino-esp32,,code,"ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\utils.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\ESPAsyncWebServer.h, ESP32Marauder-master\libraries\ESPAsyncWebServer\src\WebResponseImpl.h"
xiaoLED.h,,,,,https://github.com/espressif/arduino-esp32,,code,"ESP32Marauder-master\esp32_marauder\WiFiScan.h, ESP32Marauder-master\esp32_marauder\esp32_marauder.ino, ESP32Marauder-master\esp32_marauder\xiaoLED.cpp"
